Year,Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11
2020,1,15,23,6716,3601,1690,651,4794,1366,155,148,12618,15376,1992
2020,1,15,24,6151,3320,1592,643,4403,1280,148,139,11405,14152,1819
2020,1,16,1,5859,3265,1542,632,4220,1244,148,136,10879,13420,1685
2020,1,16,2,5744,3248,1530,633,4129,1235,146,134,10663,12898,1647
2020,1,16,3,5746,3271,1535,642,4142,1244,148,134,10722,12609,1639
2020,1,16,4,5792,3327,1548,654,4207,1255,150,136,10873,12607,1650
2020,1,16,5,6104,3469,1606,673,4371,1305,157,141,11389,12774,1808
2020,1,16,6,6720,3828,1745,701,4816,1420,173,153,12713,13176,2070
2020,1,16,7,7508,4263,1932,762,5440,1556,187,168,14686,14354,2353
2020,1,16,8,7873,4377,2019,786,5728,1623,190,175,14994,15837,2401
2020,1,16,9,7940,4411,1990,765,5749,1626,184,175,14686,16257,2392
2020,1,16,10,7881,4259,1928,739,5689,1583,180,169,14675,16201,2368
2020,1,16,11,7814,4212,1898,724,5654,1565,173,168,14400,16282,2305
2020,1,16,12,7710,4085,1847,705,5531,1530,170,164,14000,16187,2237
2020,1,16,13,7571,3982,1814,691,5377,1495,166,160,13707,15876,2174
2020,1,16,14,7425,3936,1784,684,5311,1491,160,160,13471,15743,2180
2020,1,16,15,7316,3843,1760,668,5201,1470,159,159,13176,15540,2137
2020,1,16,16,7329,3863,1761,676,5188,1467,160,159,13181,15292,2146
2020,1,16,17,7612,4023,1856,696,5333,1531,169,166,13990,14984,2310
2020,1,16,18,7972,4237,1936,724,5651,1594,180,173,15832,16173,2674
2020,1,16,19,7947,4234,1919,726,5625,1594,180,173,15794,17527,2681
2020,1,16,20,7727,4129,1887,728,5479,1564,178,169,15483,17391,2605
2020,1,16,21,7404,3967,1823,724,5213,1512,173,164,14842,17245,2482
2020,1,16,22,6930,3724,1734,693,4879,1423,162,155,13898,16523,2267
2020,1,16,23,6380,3467,1616,670,4515,1328,153,144,12940,15216,1982
2020,1,16,24,5836,3274,1510,654,4248,1269,148,137,11705,13965,1820
2020,1,17,1,5529,3177,1462,657,4050,1233,145,134,10745,13977,1708
2020,1,17,2,5411,3156,1442,650,3972,1225,142,132,10459,13529,1649
2020,1,17,3,5393,3137,1444,659,3942,1222,145,132,10352,13506,1636
2020,1,17,4,5421,3221,1462,663,4007,1235,146,134,10553,13346,1632
2020,1,17,5,5741,3387,1528,704,4182,1286,156,137,11022,13378,1795
2020,1,17,6,6341,3688,1657,728,4561,1397,170,150,12351,13721,2050
2020,1,17,7,7074,4050,1842,783,5029,1528,183,164,14371,14610,2351
2020,1,17,8,7610,4293,1953,804,5361,1592,186,169,14581,15843,2421
2020,1,17,9,7742,4242,1917,766,5432,1579,181,169,14392,15709,2396
2020,1,17,10,7604,4158,1876,754,5418,1540,174,164,13951,16098,2372
2020,1,17,11,7381,4019,1835,748,5359,1508,170,162,13703,16185,2315
2020,1,17,12,7197,3905,1811,697,5289,1473,163,159,13701,15889,2281
2020,1,17,13,7053,3806,1756,725,5173,1445,157,157,13541,15550,2235
2020,1,17,14,6893,3733,1749,695,5107,1445,153,157,13360,15347,2210
2020,1,17,15,6832,3677,1732,686,5033,1416,156,153,13072,15300,2152
2020,1,17,16,6916,3700,1764,708,5040,1430,153,155,13091,15097,2140
2020,1,17,17,7203,3879,1821,709,5230,1489,166,160,13453,15052,2359
2020,1,17,18,7699,4125,1925,736,5559,1578,174,171,15218,16167,2673
2020,1,17,19,7698,4112,1903,725,5571,1581,176,173,15537,17085,2648
2020,1,17,20,7565,4084,1875,719,5455,1558,173,169,15209,17081,2581
2020,1,17,21,7315,3925,1778,704,5235,1508,169,164,14769,16782,2460
2020,1,17,22,6882,3713,1671,681,4917,1428,157,155,13802,16061,2232
2020,1,17,23,6342,3468,1552,653,4558,1331,149,144,12505,15179,1959
2020,1,17,24,5816,3245,1441,623,4225,1260,143,137,11481,13842,1805
2020,1,18,1,5483,3158,1411,608,4012,1222,141,132,10916,13099,1663
2020,1,18,2,5360,3145,1425,608,3937,1213,139,132,10697,12574,1620
2020,1,18,3,5352,3145,1417,619,3939,1200,141,130,10701,12433,1599
2020,1,18,4,5430,3174,1425,642,3972,1219,145,132,10765,12310,1627
2020,1,18,5,5652,3274,1477,638,4116,1264,152,137,11351,12289,1769
2020,1,18,6,6280,3584,1590,666,4505,1375,166,150,12404,12541,2033
2020,1,18,7,7134,3991,1787,724,5076,1509,178,164,14250,13783,2303
2020,1,18,8,7597,4180,1879,739,5401,1569,181,169,14502,15239,2372
2020,1,18,9,7473,4082,1844,720,5380,1551,178,168,14546,15288,2374
2020,1,18,10,7290,3956,1791,705,5295,1512,173,164,14329,15386,2344
2020,1,18,11,7132,3807,1736,687,5148,1473,169,160,14026,15419,2287
2020,1,18,12,7020,3685,1703,660,4975,1431,162,157,13710,15321,2240
2020,1,18,13,6938,3584,1683,641,4887,1408,155,153,13461,15001,2210
2020,1,18,14,6848,3527,1671,630,4776,1380,152,152,13296,14951,2152
2020,1,18,15,6769,3491,1663,647,4723,1369,150,150,13004,14643,2130
2020,1,18,16,6829,3511,1658,642,4763,1383,152,152,12975,14347,2124
2020,1,18,17,7096,3705,1734,671,4972,1459,159,159,13425,14270,2301
2020,1,18,18,7484,3914,1801,696,5308,1519,169,166,15182,15282,2598
2020,1,18,19,7481,3947,1802,688,5348,1512,169,166,15320,16303,2591
2020,1,18,20,7332,3908,1773,681,5306,1503,167,164,15136,16130,2539
2020,1,18,21,7065,3819,1718,671,5163,1469,162,160,14556,15940,2394
2020,1,18,22,6662,3622,1621,648,4871,1395,153,152,13592,15380,2168
2020,1,18,23,6099,3356,1509,632,4491,1302,142,143,12212,14440,1886
2020,1,18,24,5566,3098,1393,601,4093,1224,136,134,11205,13157,1692
2020,1,19,1,5232,3001,1340,596,3904,1200,135,132,10576,12470,1583
2020,1,19,2,5098,2953,1314,597,3824,1175,136,128,10300,12016,1516
2020,1,19,3,5069,2951,1314,595,3829,1181,134,128,10214,11690,1501
2020,1,19,4,5081,2993,1319,595,3846,1188,138,130,10341,11538,1541
2020,1,19,5,5338,3116,1367,614,4006,1238,145,136,10949,11603,1629
2020,1,19,6,5932,3404,1480,650,4403,1347,159,146,12159,12055,1878
2020,1,19,7,6783,3814,1669,701,5018,1480,171,160,14150,13123,2155
2020,1,19,8,7251,4004,1768,725,5356,1544,176,168,14343,14582,2219
2020,1,19,9,7212,3938,1743,716,5262,1512,173,164,14273,14859,2240
2020,1,19,10,7024,3836,1709,684,5144,1472,157,160,14265,15016,2279
2020,1,19,11,6917,3749,1674,670,5073,1459,171,159,14009,15304,2280
2020,1,19,12,6804,3674,1642,644,4990,1431,157,157,13573,15230,2252
2020,1,19,13,6685,3582,1621,627,4883,1395,153,153,13379,15010,2254
2020,1,19,14,6603,3511,1604,606,4805,1353,149,148,13104,14866,2224
2020,1,19,15,6560,3480,1577,603,4741,1345,148,146,12798,14731,2162
2020,1,19,16,6615,3495,1582,607,4747,1352,150,148,12804,14281,2155
2020,1,19,17,6846,3622,1654,633,4869,1402,155,153,13204,14040,2256
2020,1,19,18,7146,3742,1707,654,5091,1456,162,160,14722,14949,2534
2020,1,19,19,7101,3740,1679,644,5084,1462,162,160,14795,15793,2500
2020,1,19,20,6868,3626,1629,616,4934,1431,160,157,14339,15581,2421
2020,1,19,21,6644,3537,1573,621,4768,1397,157,153,13855,15204,2298
2020,1,19,22,6318,3386,1504,607,4561,1339,149,148,13126,14744,2139
2020,1,19,23,5935,3198,1386,581,4241,1263,143,139,11968,14060,1910
2020,1,19,24,5508,3000,1315,560,3951,1199,135,132,11051,12940,1756
2020,1,20,1,5204,2932,1256,551,3761,1157,134,127,10492,12075,1617
2020,1,20,2,5048,2889,1235,553,3675,1149,132,127,10148,11659,1566
2020,1,20,3,4999,2872,1231,554,3631,1141,132,125,10097,11288,1525
2020,1,20,4,5004,2903,1251,569,3659,1150,134,127,10104,11214,1515
2020,1,20,5,5146,2980,1286,582,3739,1174,138,128,10278,11199,1589
2020,1,20,6,5391,3115,1338,606,3928,1224,142,134,10749,11350,1705
2020,1,20,7,5784,3306,1424,625,4188,1281,149,139,11491,11712,1797
2020,1,20,8,6267,3552,1534,654,4522,1356,157,146,12029,11721,1930
2020,1,20,9,6610,3679,1591,664,4754,1398,162,152,12535,12451,2032
2020,1,20,10,6713,3679,1621,654,4832,1400,160,152,12822,12884,2059
2020,1,20,11,6597,3579,1618,631,4765,1387,157,152,12719,13205,2052
2020,1,20,12,6447,3440,1571,601,4620,1342,152,146,12474,13073,2019
2020,1,20,13,6210,3317,1541,578,4483,1308,149,143,12102,13004,1983
2020,1,20,14,5974,3188,1486,549,4287,1270,145,141,11789,12774,1917
2020,1,20,15,5827,3134,1480,555,4231,1263,141,139,11537,12463,1865
2020,1,20,16,5830,3147,1493,545,4221,1258,142,139,11730,12184,1860
2020,1,20,17,6113,3287,1566,588,4379,1319,152,146,12310,12052,2019
2020,1,20,18,6688,3517,1658,627,4738,1394,157,153,13781,13387,2373
2020,1,20,19,6753,3558,1657,621,4778,1402,157,155,13743,14585,2348
2020,1,20,20,6637,3506,1614,631,4701,1389,157,153,13470,14324,2282
2020,1,20,21,6491,3456,1584,634,4647,1363,152,150,13117,14109,2170
2020,1,20,22,6264,3343,1534,617,4464,1306,146,143,12422,13695,2024
2020,1,20,23,5848,3155,1439,612,4181,1242,141,136,11474,13215,1844
2020,1,20,24,5502,3039,1385,588,3980,1188,135,130,10733,12350,1700
2020,1,21,1,5179,2888,1332,585,3764,1157,131,127,10083,11774,1555
2020,1,21,2,5010,2869,1304,588,3679,1144,129,125,9693,11435,1493
2020,1,21,3,4965,2868,1302,590,3636,1135,132,125,9614,11191,1451
2020,1,21,4,4973,2890,1308,599,3646,1141,132,125,9523,11048,1445
2020,1,21,5,5066,2958,1335,617,3711,1157,136,125,9679,10939,1460
2020,1,21,6,5259,3080,1399,588,3848,1197,142,130,10061,10884,1533
2020,1,21,7,5596,3257,1453,656,4076,1256,149,136,10669,10968,1608
2020,1,21,8,5967,3458,1533,680,4325,1309,156,141,11095,11028,1713
2020,1,21,9,6378,3627,1607,693,4595,1355,156,146,11634,11505,1787
2020,1,21,10,6611,3661,1639,688,4720,1367,155,148,11916,11811,1817
2020,1,21,11,6632,3596,1599,644,4737,1352,150,146,11868,12074,1876
2020,1,21,12,6559,3479,1578,628,4638,1325,148,144,11787,12192,1864
2020,1,21,13,6491,3407,1547,614,4572,1297,145,141,11553,12193,1832
2020,1,21,14,6352,3320,1534,607,4468,1274,141,139,11390,12040,1815
2020,1,21,15,6231,3235,1503,604,4380,1253,139,137,11300,11890,1826
2020,1,21,16,6257,3232,1508,600,4388,1258,139,137,11398,11860,1829
2020,1,21,17,6490,3389,1586,608,4543,1319,146,144,11842,11860,2021
2020,1,21,18,6902,3598,1676,630,4850,1402,156,153,13844,13046,2376
2020,1,21,19,6910,3584,1657,631,4868,1402,159,155,14039,14569,2365
2020,1,21,20,6787,3562,1635,627,4794,1398,159,153,13773,14586,2332
2020,1,21,21,6585,3465,1600,620,4679,1361,155,150,13359,14499,2192
2020,1,21,22,6217,3290,1514,598,4414,1295,146,143,12431,14054,1973
2020,1,21,23,5692,3049,1410,579,4057,1205,136,132,11222,13305,1769
2020,1,21,24,5201,2831,1301,552,3745,1153,132,127,10152,12345,1637
2020,1,22,1,4919,2761,1264,538,3572,1127,129,125,9797,11802,1535
2020,1,22,2,4803,2728,1250,556,3480,1121,129,123,9562,11585,1517
2020,1,22,3,4763,2749,1247,562,3486,1135,131,125,9635,11348,1483
2020,1,22,4,4859,2812,1263,576,3548,1152,132,127,9882,11289,1515
2020,1,22,5,5082,2960,1311,591,3721,1200,141,132,10418,11441,1639
2020,1,22,6,5708,3250,1443,620,4143,1319,155,144,11718,11802,1890
2020,1,22,7,6596,3685,1645,671,4767,1459,169,160,13840,12855,2188
2020,1,22,8,7034,3895,1738,693,5128,1533,171,168,14255,14322,2275
2020,1,22,9,6902,3783,1702,670,5019,1503,167,164,14146,14748,2263
2020,1,22,10,6713,3630,1657,636,4871,1462,163,160,14105,14865,2259
2020,1,22,11,6542,3446,1615,620,4683,1422,156,157,13836,15145,2210
2020,1,22,12,6434,3361,1579,596,4548,1377,149,153,13685,15010,2202
2020,1,22,13,6360,3292,1540,574,4456,1353,145,150,13445,14901,2169
2020,1,22,14,6220,3219,1528,588,4375,1334,141,148,13342,14703,2139
2020,1,22,15,6139,3161,1512,574,4296,1309,138,146,12938,14680,2102
2020,1,22,16,6215,3188,1513,586,4298,1306,139,144,12902,14388,2078
2020,1,22,17,6426,3330,1587,609,4476,1366,148,152,13811,13635,2213
2020,1,22,18,6896,3582,1687,631,4865,1459,157,162,14707,15215,2558
2020,1,22,19,6939,3652,1691,630,4986,1469,160,164,15343,16088,2537
2020,1,22,20,6786,3558,1654,629,4886,1447,162,160,14878,16090,2505
2020,1,22,21,6569,3477,1596,621,4784,1419,155,157,14469,15762,2363
2020,1,22,22,6149,3280,1518,592,4489,1333,148,148,13348,15201,2098
2020,1,22,23,5568,3005,1393,564,4113,1236,136,137,11885,14204,1856
2020,1,22,24,5076,2799,1298,549,3767,1167,134,130,10806,12996,1699
2020,1,23,1,4781,2703,1238,529,3545,1135,131,127,10358,12327,1583
2020,1,23,2,4555,2641,1207,535,3472,1125,129,125,10052,11989,1523
2020,1,23,3,4526,2650,1210,541,3454,1130,131,127,10017,11831,1520
2020,1,23,4,4542,2668,1202,533,3483,1127,134,125,10239,11714,1534
2020,1,23,5,4789,2808,1264,548,3678,1183,142,132,10959,11751,1645
2020,1,23,6,5376,3105,1384,589,4054,1292,155,143,12067,12207,1919
2020,1,23,7,6215,3522,1579,634,4737,1436,170,159,13934,13508,2212
2020,1,23,8,6688,3724,1667,654,5083,1494,169,164,14390,14676,2279
2020,1,23,9,6562,3639,1654,634,4968,1476,166,164,14336,14934,2235
2020,1,23,10,6331,3495,1601,606,4800,1428,160,159,14129,14980,2234
2020,1,23,11,6162,3350,1548,580,4662,1378,155,153,13942,15098,2228
2020,1,23,12,5948,3218,1503,556,4519,1344,149,150,13626,14998,2198
2020,1,23,13,5870,3110,1453,560,4351,1305,145,146,13386,14794,2171
2020,1,23,14,5792,3050,1420,554,4290,1294,142,144,13217,14631,2147
2020,1,23,15,5762,2992,1401,560,4190,1266,139,143,12968,14522,2104
2020,1,23,16,5765,3029,1408,563,4198,1280,141,143,12773,14328,2074
2020,1,23,17,5985,3157,1485,573,4327,1313,146,146,13272,14184,2182
2020,1,23,18,6503,3433,1624,599,4744,1409,157,157,15038,14853,2530
2020,1,23,19,6587,3517,1616,615,4881,1441,160,160,15348,16044,2493
2020,1,23,20,6531,3486,1600,598,4847,1427,160,159,15132,16005,2467
2020,1,23,21,6356,3403,1557,606,4753,1387,156,155,14508,15873,2327
2020,1,23,22,6041,3228,1474,580,4493,1305,148,144,13479,15324,2099
2020,1,23,23,5551,3011,1373,562,4138,1231,136,137,11921,14352,1859
2020,1,23,24,5083,2796,1276,539,3805,1155,134,128,10917,13129,1650
2020,1,24,1,4782,2722,1226,536,3599,1130,129,125,10393,12526,1572
2020,1,24,2,4710,2707,1201,537,3553,1121,129,125,10105,12233,1527
2020,1,24,3,4678,2719,1203,547,3562,1132,129,125,10051,12051,1516
2020,1,24,4,4797,2785,1216,552,3619,1146,132,127,10221,11914,1527
2020,1,24,5,5083,2944,1273,560,3831,1199,142,132,10808,12036,1636
2020,1,24,6,5751,3265,1413,604,4273,1317,157,144,12105,12467,1905
2020,1,24,7,6721,3733,1619,658,4930,1459,171,160,14089,13668,2195
2020,1,24,8,7182,3938,1719,683,5292,1519,173,166,14367,15065,2218
2020,1,24,9,7049,3838,1674,658,5139,1487,171,162,14192,15327,2229
2020,1,24,10,6724,3640,1623,609,4932,1436,162,159,13941,15515,2224
2020,1,24,11,6430,3480,1566,586,4759,1381,156,152,13731,15640,2221
2020,1,24,12,6193,3308,1537,560,4591,1344,148,150,13453,15606,2194
2020,1,24,13,5992,3195,1479,525,4461,1311,143,146,13207,15525,2184
2020,1,24,14,5827,3082,1460,517,4349,1284,139,144,13012,15519,2159
2020,1,24,15,5724,2965,1405,515,4225,1260,138,141,12874,15353,2144
2020,1,24,16,5714,2977,1414,511,4211,1247,136,141,12832,15094,2090
2020,1,24,17,6066,3184,1499,552,4395,1311,143,146,13042,14834,2188
2020,1,24,18,6608,3504,1645,580,4839,1412,155,157,14848,15435,2493
2020,1,24,19,6790,3604,1653,597,5000,1433,159,159,15036,16584,2488
2020,1,24,20,6713,3579,1633,595,4943,1412,159,157,14847,16383,2400
2020,1,24,21,6531,3488,1597,600,4823,1389,156,153,14122,16121,2277
2020,1,24,22,6198,3280,1510,584,4556,1311,145,144,13228,15504,2047
2020,1,24,23,5690,3075,1408,545,4241,1230,136,136,11919,14422,1772
2020,1,24,24,5190,2861,1303,541,3883,1152,132,127,10871,13197,1573
2020,1,25,1,4924,2754,1259,546,3692,1130,128,125,10293,12469,1489
2020,1,25,2,4808,2737,1236,543,3641,1114,128,123,10026,12165,1465
2020,1,25,3,4803,2757,1232,545,3620,1124,129,123,9933,11852,1464
2020,1,25,4,4889,2808,1240,560,3695,1135,132,125,10066,11723,1460
2020,1,25,5,5173,2960,1296,590,3871,1191,141,130,10707,11791,1599
2020,1,25,6,5824,3294,1429,623,4319,1311,153,143,11958,12347,1810
2020,1,25,7,6749,3747,1643,679,4983,1458,169,159,13745,13479,2062
2020,1,25,8,7217,3922,1745,693,5290,1494,170,162,14227,14812,2131
2020,1,25,9,7067,3831,1690,674,5198,1478,167,160,14197,15227,2142
2020,1,25,10,6798,3708,1650,659,5060,1444,162,159,14074,15432,2174
2020,1,25,11,6628,3593,1611,646,4982,1405,160,153,13853,15613,2196
2020,1,25,12,6436,3427,1567,617,4832,1361,146,150,13449,15737,2174
2020,1,25,13,6373,3369,1550,614,4748,1328,142,146,13256,15604,2196
2020,1,25,14,6294,3326,1525,599,4708,1319,139,146,13110,15695,2150
2020,1,25,15,6271,3291,1513,601,4653,1302,139,143,12889,15512,2145
2020,1,25,16,6300,3307,1511,603,4647,1272,135,139,12832,15183,2107
2020,1,25,17,6575,3461,1588,622,4833,1344,143,148,13100,14893,2159
2020,1,25,18,6979,3689,1687,634,5153,1434,156,159,14726,15340,2453
2020,1,25,19,7049,3743,1686,635,5218,1448,157,159,14886,16391,2419
2020,1,25,20,6906,3679,1666,629,5125,1433,156,159,14696,16102,2337
2020,1,25,21,6664,3543,1614,610,4981,1400,155,155,14260,15713,2195
2020,1,25,22,6275,3368,1545,595,4675,1324,145,146,13260,15200,1973
2020,1,25,23,5745,3121,1443,576,4288,1231,136,136,11956,14177,1759
2020,1,25,24,5201,2886,1333,555,3922,1158,129,128,10855,13029,1545
2020,1,26,1,4887,2782,1278,549,3719,1114,126,123,10301,12214,1500
2020,1,26,2,4761,2741,1253,551,3613,1116,126,123,10008,11851,1459
2020,1,26,3,4739,2764,1258,558,3613,1117,128,123,9941,11615,1431
2020,1,26,4,4796,2784,1258,567,3647,1119,132,123,10033,11520,1464
2020,1,26,5,5053,2931,1316,592,3797,1172,139,128,10591,11518,1571
2020,1,26,6,5656,3239,1455,623,4210,1286,153,141,11800,11848,1787
2020,1,26,7,6507,3641,1644,679,4799,1416,169,155,13655,12902,2051
2020,1,26,8,7000,3851,1743,713,5153,1489,169,162,13983,14172,2145
2020,1,26,9,6956,3800,1722,675,5064,1481,164,162,14057,14654,2159
2020,1,26,10,6801,3697,1693,666,4963,1453,160,159,13912,15013,2163
2020,1,26,11,6685,3587,1656,639,4823,1414,153,155,13833,15069,2178
2020,1,26,12,6500,3479,1623,612,4662,1373,146,152,13443,15153,2158
2020,1,26,13,6334,3368,1587,597,4508,1331,142,146,13294,14980,2139
2020,1,26,14,6116,3253,1552,593,4406,1313,136,146,13080,15057,2122
2020,1,26,15,5953,3182,1523,578,4291,1289,134,143,12926,14776,2085
2020,1,26,16,5970,3151,1528,591,4244,1286,134,143,12901,14614,2039
2020,1,26,17,6178,3292,1588,613,4371,1328,141,146,13298,14339,2117
2020,1,26,18,6795,3580,1679,638,4749,1412,152,155,14558,15137,2403
2020,1,26,19,6937,3641,1677,635,4857,1411,152,155,14649,15992,2374
2020,1,26,20,6797,3577,1635,636,4755,1398,152,153,14184,15640,2277
2020,1,26,21,6664,3513,1607,619,4658,1350,149,148,13693,15259,2154
2020,1,26,22,6398,3370,1530,603,4454,1311,143,144,12887,14716,2004
2020,1,26,23,5954,3159,1425,575,4160,1241,138,137,12116,13847,1774
2020,1,26,24,5513,2975,1354,560,3888,1172,132,128,10870,12915,1624
2020,1,27,1,5260,2908,1299,560,3715,1150,129,127,10288,12144,1497
2020,1,27,2,5140,2856,1286,558,3615,1132,129,123,9946,11818,1421
2020,1,27,3,5064,2857,1278,552,3605,1132,129,123,9694,11520,1400
2020,1,27,4,5102,2877,1281,564,3621,1132,132,123,9670,11317,1380
2020,1,27,5,5201,2963,1314,576,3697,1147,135,125,9806,11166,1419
2020,1,27,6,5472,3107,1378,606,3887,1197,141,130,10235,11133,1489
2020,1,27,7,5921,3350,1471,631,4216,1267,148,137,11008,11435,1620
2020,1,27,8,6433,3634,1561,661,4551,1341,156,144,11602,11559,1725
2020,1,27,9,6832,3809,1631,667,4793,1409,159,152,12297,12248,1847
2020,1,27,10,6959,3819,1648,651,4855,1409,156,152,12680,12890,1915
2020,1,27,11,6803,3686,1602,620,4756,1378,153,148,12660,13303,1930
2020,1,27,12,6517,3540,1558,581,4628,1334,146,144,12439,13413,1915
2020,1,27,13,6195,3369,1510,570,4452,1294,141,141,12110,13313,1877
2020,1,27,14,5942,3212,1431,548,4275,1253,135,137,11881,13126,1831
2020,1,27,15,5676,3090,1384,529,4172,1233,132,136,11667,12981,1805
2020,1,27,16,5642,3097,1391,527,4161,1224,132,136,11699,12819,1800
2020,1,27,17,5887,3233,1468,558,4304,1278,139,141,12301,12818,1918
2020,1,27,18,6473,3498,1613,604,4695,1361,149,150,13561,13821,2267
2020,1,27,19,6658,3549,1609,619,4803,1377,152,152,13590,14845,2232
2020,1,27,20,6587,3531,1589,623,4747,1367,153,150,13254,14713,2198
2020,1,27,21,6473,3453,1530,629,4643,1339,150,146,12767,14501,2090
2020,1,27,22,6251,3338,1518,614,4466,1283,142,139,12143,14146,1926
2020,1,27,23,5895,3159,1437,595,4201,1224,138,134,11271,13484,1722
2020,1,27,24,5543,2992,1364,583,3947,1167,134,127,10334,12662,1611
2020,1,28,1,5312,2893,1308,570,3780,1132,131,123,9838,12071,1459
2020,1,28,2,5188,2873,1313,581,3681,1130,131,123,9422,11758,1389
2020,1,28,3,5178,2881,1297,585,3682,1136,131,123,9275,11408,1393
2020,1,28,4,5241,2945,1317,604,3701,1144,134,123,9240,11192,1354
2020,1,28,5,5354,3010,1354,615,3783,1169,136,127,9292,11108,1394
2020,1,28,6,5624,3189,1389,623,3968,1213,141,130,9575,11157,1450
2020,1,28,7,6020,3409,1472,650,4219,1277,150,136,9971,11015,1536
2020,1,28,8,6487,3663,1557,689,4535,1347,157,143,10773,10799,1648
2020,1,28,9,6845,3813,1634,689,4757,1375,159,146,11431,11351,1738
2020,1,28,10,6936,3804,1652,688,4819,1378,157,146,11784,11879,1795
2020,1,28,11,6771,3637,1636,670,4701,1350,152,144,11833,12182,1801
2020,1,28,12,6520,3488,1599,637,4532,1313,145,143,11804,12238,1795
2020,1,28,13,6264,3347,1561,617,4368,1270,141,137,11675,12255,1793
2020,1,28,14,6006,3207,1521,603,4227,1238,135,136,11553,12177,1784
2020,1,28,15,5787,3097,1496,608,4108,1219,132,134,11494,12025,1807
2020,1,28,16,5795,3091,1508,599,4091,1222,132,134,11547,11954,1836
2020,1,28,17,6020,3238,1561,623,4264,1277,139,141,11978,12049,2028
2020,1,28,18,6755,3539,1689,639,4675,1369,150,150,13674,13180,2325
2020,1,28,19,6954,3659,1692,634,4891,1402,155,153,13955,14520,2337
2020,1,28,20,6920,3643,1672,637,4865,1402,157,153,13737,14495,2250
2020,1,28,21,6783,3542,1626,628,4773,1364,153,150,13271,14255,2117
2020,1,28,22,6450,3391,1547,613,4545,1303,146,143,12243,13738,1926
2020,1,28,23,5952,3169,1448,579,4195,1227,139,134,11109,12950,1687
2020,1,28,24,5492,2996,1362,570,3909,1163,132,127,10210,11920,1589
2020,1,29,1,5251,2901,1310,543,3751,1144,131,125,9729,11367,1452
2020,1,29,2,5205,2902,1298,563,3733,1135,131,123,9390,10997,1414
2020,1,29,3,5218,2944,1304,554,3752,1141,134,123,9323,10770,1408
2020,1,29,4,5336,3003,1323,576,3829,1171,136,127,9355,10735,1422
2020,1,29,5,5678,3186,1381,595,4050,1225,146,132,10013,10839,1545
2020,1,29,6,6357,3540,1518,635,4515,1336,160,144,11307,11242,1812
2020,1,29,7,7281,4022,1727,699,5170,1489,176,160,13053,12629,2085
2020,1,29,8,7735,4194,1811,709,5508,1548,178,166,13460,13877,2155
