Year,Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11
2020,6,17,5,4344,2568,1034,518,3153,983,129,134,10335,12536,1596
2020,6,17,6,4866,2818,1135,548,3501,1064,138,144,10884,13155,1788
2020,6,17,7,5292,2996,1232,580,3800,1136,148,155,12263,14109,1967
2020,6,17,8,5508,3086,1314,607,3930,1188,157,162,13559,15079,2093
2020,6,17,9,5533,3115,1341,603,4022,1222,166,168,14558,15910,2231
2020,6,17,10,5571,3141,1367,624,4107,1247,169,171,15489,16811,2340
2020,6,17,11,5557,3143,1372,628,4126,1261,173,175,16289,17506,2380
2020,6,17,12,5538,3122,1373,631,4139,1272,174,177,16902,17813,2410
2020,6,17,13,5475,3103,1377,642,4126,1274,174,177,17764,18214,2409
2020,6,17,14,5461,3116,1377,641,4096,1280,177,178,18579,18332,2414
2020,6,17,15,5433,3150,1378,651,4111,1306,177,182,19205,18523,2396
2020,6,17,16,5425,3112,1358,654,4102,1306,178,182,19614,18457,2357
2020,6,17,17,5438,3152,1371,651,4118,1306,178,182,19904,17894,2275
2020,6,17,18,5443,3157,1369,653,4091,1292,180,180,19664,17140,2212
2020,6,17,19,5363,3130,1354,649,4021,1260,181,177,19237,16102,2237
2020,6,17,20,5331,3113,1343,639,3992,1255,180,175,18211,16374,2323
2020,6,17,21,5363,3087,1347,639,3997,1227,178,171,17841,16028,2098
2020,6,17,22,5086,2894,1314,605,3719,1128,174,157,16542,14681,1828
2020,6,17,23,4719,2733,1209,561,3382,1043,162,146,14544,13405,1665
2020,6,17,24,4284,2504,1125,548,3105,985,149,137,12838,12541,1505
2020,6,18,1,4072,2443,1065,544,2985,963,142,134,11716,12327,1431
2020,6,18,2,3989,2405,1032,545,2924,949,138,130,11160,12189,1375
2020,6,18,3,3972,2392,1017,541,2898,940,136,128,10753,12144,1424
2020,6,18,4,4090,2473,1024,541,3002,963,135,132,10647,12413,1460
2020,6,18,5,4372,2660,1070,563,3222,1007,138,137,10902,12802,1592
2020,6,18,6,4846,2875,1146,586,3551,1091,143,148,11336,13592,1807
2020,6,18,7,5251,3045,1281,607,3813,1163,156,159,12659,14119,1963
2020,6,18,8,5416,3124,1327,612,3968,1208,164,166,13750,15074,2114
2020,6,18,9,5442,3152,1371,620,4051,1253,169,171,14502,16143,2285
2020,6,18,10,5492,3179,1373,632,4129,1284,174,177,15315,16985,2367
2020,6,18,11,5507,3189,1405,641,4205,1306,178,180,15954,17652,2433
2020,6,18,12,5546,3239,1425,667,4280,1334,181,184,16220,18090,2436
2020,6,18,13,5559,3249,1442,690,4337,1366,187,189,16646,18671,2451
2020,6,18,14,5559,3276,1450,693,4378,1394,191,193,17188,19088,2466
2020,6,18,15,5557,3292,1455,707,4443,1419,197,196,17696,19227,2453
2020,6,18,16,5576,3309,1454,709,4480,1423,198,196,17972,19143,2440
2020,6,18,17,5580,3309,1483,700,4481,1420,200,196,18023,18670,2353
2020,6,18,18,5554,3287,1472,704,4447,1412,201,194,17794,17947,2270
2020,6,18,19,5502,3262,1456,693,4349,1355,201,187,17210,17040,2287
2020,6,18,20,5428,3236,1434,674,4280,1350,200,185,16506,17193,2365
2020,6,18,21,5448,3208,1415,678,4231,1311,197,180,16411,16652,2158
2020,6,18,22,5200,2992,1383,646,3917,1211,190,168,15509,15072,1863
2020,6,18,23,4663,2677,1244,610,3514,1100,173,152,13767,13705,1689
2020,6,18,24,4276,2521,1146,586,3234,1036,159,143,12242,12941,1532
2020,6,19,1,4031,2407,1084,570,3042,993,153,137,11332,12738,1460
2020,6,19,2,3888,2377,1045,561,2976,979,143,134,10884,12547,1431
2020,6,19,3,3882,2375,1014,560,2952,971,141,134,10565,12298,1448
2020,6,19,4,3958,2418,1015,568,3000,994,142,136,10441,12520,1484
2020,6,19,5,4194,2558,1061,572,3193,1041,142,143,10727,12986,1591
2020,6,19,6,4643,2808,1131,603,3564,1130,148,153,11150,13620,1808
2020,6,19,7,5032,2974,1247,621,3850,1210,160,164,12420,14071,2022
2020,6,19,8,5290,3137,1361,654,4079,1275,170,173,13363,14985,2179
2020,6,19,9,5411,3185,1388,664,4179,1320,177,180,14112,15984,2352
2020,6,19,10,5514,3251,1435,684,4350,1377,184,187,14831,17062,2437
2020,6,19,11,5593,3307,1470,701,4427,1411,193,193,15196,17859,2499
2020,6,19,12,5598,3331,1489,712,4512,1441,195,196,15414,18371,2546
2020,6,19,13,5637,3359,1513,725,4574,1467,200,200,15747,19046,2570
2020,6,19,14,5686,3378,1540,742,4612,1470,205,202,16173,19528,2605
2020,6,19,15,5679,3390,1545,734,4662,1489,205,203,16537,19900,2597
2020,6,19,16,5708,3375,1542,736,4688,1494,207,205,16847,19760,2521
2020,6,19,17,5727,3394,1574,732,4682,1481,207,203,16863,19402,2454
2020,6,19,18,5676,3365,1547,724,4590,1469,208,202,16746,18606,2386
2020,6,19,19,5588,3325,1543,721,4449,1417,208,194,16281,17621,2365
2020,6,19,20,5480,3282,1501,697,4332,1394,205,191,15696,17630,2424
2020,6,19,21,5459,3228,1482,689,4232,1338,201,184,15833,16939,2221
2020,6,19,22,5154,2996,1435,646,3904,1236,193,169,14916,15438,1957
2020,6,19,23,4681,2725,1301,614,3495,1133,174,155,13496,14059,1727
2020,6,19,24,4273,2570,1183,586,3225,1063,160,146,12016,13279,1565
2020,6,20,1,4012,2452,1110,572,3068,1013,153,139,11153,12989,1492
2020,6,20,2,3886,2402,1065,553,2996,990,146,136,10657,12639,1468
2020,6,20,3,3848,2388,1021,561,2964,983,143,134,10410,12383,1462
2020,6,20,4,3941,2432,1006,562,3031,1004,142,137,10378,12551,1529
2020,6,20,5,4166,2572,1028,571,3203,1046,145,143,10644,12922,1619
2020,6,20,6,4596,2792,1109,595,3539,1128,149,153,11210,13197,1858
2020,6,20,7,5005,2958,1244,635,3826,1213,160,164,12209,13987,2024
2020,6,20,8,5256,3091,1316,641,4010,1272,171,173,13177,15094,2149
2020,6,20,9,5419,3201,1391,661,4157,1330,178,180,13959,16264,2319
2020,6,20,10,5534,3268,1428,685,4296,1373,187,187,14679,17356,2428
2020,6,20,11,5552,3273,1466,681,4342,1402,191,191,15281,18085,2479
2020,6,20,12,5587,3291,1502,699,4402,1427,197,194,15530,18619,2499
2020,6,20,13,5566,3295,1512,707,4422,1444,204,198,16135,19318,2543
2020,6,20,14,5601,3327,1508,701,4483,1466,208,200,16590,19898,2573
2020,6,20,15,5600,3364,1509,706,4499,1486,209,203,17067,20217,2528
2020,6,20,16,5638,3373,1507,701,4518,1480,212,203,17418,20115,2495
2020,6,20,17,5642,3370,1521,703,4502,1470,211,202,17634,19528,2417
2020,6,20,18,5590,3334,1494,700,4420,1434,212,198,17568,18876,2315
2020,6,20,19,5479,3282,1460,696,4311,1386,211,191,17084,18088,2302
2020,6,20,20,5395,3239,1455,669,4220,1364,209,187,16494,18075,2400
2020,6,20,21,5401,3189,1441,669,4167,1316,201,182,16323,17747,2182
2020,6,20,22,5141,2990,1397,621,3867,1208,195,168,15319,15988,1928
2020,6,20,23,4684,2749,1294,595,3523,1110,178,153,13778,14276,1728
2020,6,20,24,4271,2548,1183,577,3219,1033,163,143,12370,13240,1556
2020,6,21,1,4033,2461,1103,563,3074,990,155,136,11528,12966,1472
2020,6,21,2,3925,2420,1057,554,2993,983,148,136,10917,12648,1457
2020,6,21,3,3871,2393,1030,557,2985,982,145,134,10657,12387,1415
2020,6,21,4,3928,2413,1037,564,3012,991,143,136,10526,12514,1511
2020,6,21,5,4166,2573,1068,562,3145,1041,145,143,10834,12714,1613
2020,6,21,6,4558,2756,1132,587,3492,1114,148,152,11251,13221,1824
2020,6,21,7,4985,2941,1238,610,3762,1185,160,160,12406,13964,1959
2020,6,21,8,5306,3075,1335,632,3992,1256,171,171,13456,15128,2141
2020,6,21,9,5423,3150,1382,645,4127,1311,180,178,14372,16253,2333
2020,6,21,10,5497,3192,1421,659,4226,1353,186,185,15015,17377,2426
2020,6,21,11,5531,3242,1462,662,4280,1384,193,189,15613,18196,2482
2020,6,21,12,5566,3254,1472,674,4283,1400,197,191,15907,18796,2515
2020,6,21,13,5514,3258,1485,674,4290,1417,201,194,16299,19495,2545
2020,6,21,14,5464,3240,1484,681,4270,1437,207,198,16977,20021,2537
2020,6,21,15,5433,3241,1483,668,4253,1436,209,198,17477,20360,2529
2020,6,21,16,5405,3222,1479,666,4221,1425,212,196,17860,20269,2454
2020,6,21,17,5377,3217,1480,658,4173,1417,211,196,18037,19714,2376
2020,6,21,18,5296,3154,1437,646,4079,1387,211,191,17802,18985,2304
2020,6,21,19,5179,3105,1423,627,3972,1338,207,185,17219,18048,2271
2020,6,21,20,5090,3063,1383,611,3902,1311,201,180,16278,18092,2354
2020,6,21,21,5105,3053,1356,611,3887,1272,200,175,16168,17495,2175
2020,6,21,22,4958,2914,1324,594,3695,1191,193,164,15285,16060,1939
2020,6,21,23,4594,2666,1233,576,3384,1096,177,152,13887,14461,1761
2020,6,21,24,4239,2513,1140,556,3125,1036,166,143,12535,13420,1593
2020,6,22,1,4014,2412,1071,545,2970,980,156,136,11423,12934,1509
2020,6,22,2,3886,2357,1030,540,2887,961,149,132,10840,12636,1451
2020,6,22,3,3840,2339,1002,545,2859,947,145,130,10410,12283,1438
2020,6,22,4,3838,2354,1000,544,2867,950,142,130,10198,12532,1437
2020,6,22,5,3899,2397,1008,545,2931,966,141,132,10261,12542,1476
2020,6,22,6,4038,2484,1007,553,3038,1002,139,137,10188,12280,1558
2020,6,22,7,4329,2664,1083,568,3299,1077,145,146,10691,12696,1704
2020,6,22,8,4713,2875,1163,592,3567,1147,155,157,11550,13538,1861
2020,6,22,9,4975,2932,1227,609,3747,1208,162,164,12509,14539,1989
2020,6,22,10,5103,2972,1271,607,3829,1250,170,171,13246,15409,2061
2020,6,22,11,5154,3012,1288,610,3893,1280,173,175,13894,16040,2103
2020,6,22,12,5129,2978,1297,618,3879,1281,176,175,14257,16664,2115
2020,6,22,13,5036,2958,1281,615,3854,1291,177,177,14528,16957,2113
2020,6,22,14,5000,2972,1281,611,3839,1297,181,178,14940,17285,2081
2020,6,22,15,4938,2947,1270,618,3819,1317,183,180,15316,17531,2104
2020,6,22,16,4902,2933,1269,606,3824,1316,187,180,15863,17343,2066
2020,6,22,17,4934,2967,1282,607,3836,1306,187,180,16140,16911,2066
2020,6,22,18,4929,2925,1285,594,3793,1280,190,177,16011,16355,2041
2020,6,22,19,4890,2913,1263,587,3742,1242,187,171,15564,15574,2073
2020,6,22,20,4875,2916,1264,583,3699,1230,184,169,14899,15821,2159
2020,6,22,21,4932,2946,1260,591,3734,1208,180,168,14925,15592,2057
2020,6,22,22,4810,2800,1236,556,3573,1139,177,157,14244,14611,1844
2020,6,22,23,4469,2565,1158,529,3235,1060,164,146,12926,13393,1698
2020,6,22,24,4165,2468,1102,518,3061,1010,153,139,11638,12690,1528
2020,6,23,1,3942,2393,1034,506,2930,963,146,132,10853,12195,1458
2020,6,23,2,3841,2342,1016,502,2857,947,143,130,10287,12138,1421
2020,6,23,3,3767,2333,984,498,2829,941,139,128,10063,11848,1388
2020,6,23,4,3801,2347,979,504,2820,944,136,128,9828,11774,1408
2020,6,23,5,3832,2366,983,503,2856,947,136,130,9795,11752,1371
2020,6,23,6,3918,2423,987,520,2927,972,135,132,9664,11584,1467
2020,6,23,7,4148,2572,1037,530,3133,1043,141,143,9934,11847,1588
2020,6,23,8,4500,2761,1101,545,3386,1107,146,150,10637,12566,1729
2020,6,23,9,4803,2877,1168,573,3597,1169,155,159,11441,13362,1877
2020,6,23,10,4943,2924,1214,579,3669,1205,160,164,12085,14116,1987
2020,6,23,11,5025,2944,1225,582,3738,1225,162,168,12484,14606,2015
2020,6,23,12,5048,2943,1235,589,3760,1241,166,169,12866,15198,2060
2020,6,23,13,5001,2919,1239,574,3748,1252,166,171,13123,15726,2078
2020,6,23,14,4963,2920,1247,592,3740,1269,167,173,13480,15849,2079
2020,6,23,15,4901,2936,1226,578,3752,1289,170,177,13781,16129,2081
2020,6,23,16,4960,2951,1247,569,3764,1303,174,178,14066,16352,2084
2020,6,23,17,5026,2979,1265,570,3791,1295,174,177,14398,16265,2076
2020,6,23,18,5055,2973,1266,571,3767,1281,177,175,14551,15814,2069
2020,6,23,19,4999,2918,1273,569,3715,1258,177,173,14399,15159,2103
2020,6,23,20,4995,2927,1244,559,3746,1249,174,171,13990,15513,2190
2020,6,23,21,5076,2963,1258,558,3790,1231,173,169,14295,15440,2030
2020,6,23,22,4859,2786,1252,556,3552,1158,169,159,13588,14423,1799
2020,6,23,23,4447,2535,1167,522,3232,1068,155,146,12376,13138,1614
2020,6,23,24,4120,2418,1063,502,3012,1004,146,137,11119,12693,1486
2020,6,24,1,3958,2356,1013,498,2901,979,139,134,10439,12336,1428
2020,6,24,2,3859,2321,986,487,2861,957,136,130,10094,12202,1403
2020,6,24,3,3866,2343,978,496,2865,966,134,132,9800,11998,1418
2020,6,24,4,3996,2431,991,500,2973,996,134,136,9845,12298,1480
2020,6,24,5,4304,2604,1047,528,3221,1049,136,143,10259,12694,1615
2020,6,24,6,4737,2874,1131,560,3580,1141,145,155,10742,13017,1798
2020,6,24,7,5159,3062,1243,573,3867,1216,156,164,12011,13976,1975
2020,6,24,8,5379,3152,1331,587,4030,1260,164,171,12960,15090,2128
2020,6,24,9,5433,3174,1354,599,4111,1281,170,175,13907,16080,2280
2020,6,24,10,5529,3236,1397,615,4207,1334,171,182,14561,17292,2380
2020,6,24,11,5517,3227,1402,612,4238,1355,174,185,15272,17906,2441
2020,6,24,12,5547,3245,1412,622,4253,1369,174,187,15708,18296,2467
2020,6,24,13,5507,3205,1403,619,4245,1377,178,189,16136,18905,2484
2020,6,24,14,5447,3205,1400,620,4237,1387,178,191,16757,19362,2485
2020,6,24,15,5392,3184,1384,625,4211,1403,178,193,17280,19672,2493
2020,6,24,16,5398,3198,1385,624,4229,1397,177,193,17574,19751,2455
2020,6,24,17,5408,3198,1393,626,4216,1377,176,191,17925,19232,2376
2020,6,24,18,5402,3173,1384,630,4179,1358,176,187,17908,18311,2277
2020,6,24,19,5346,3156,1358,625,4122,1327,177,184,17513,17343,2340
2020,6,24,20,5295,3153,1341,613,4079,1324,176,182,16856,17467,2384
2020,6,24,21,5327,3131,1333,605,4067,1283,176,177,16749,17064,2185
2020,6,24,22,5087,2942,1315,584,3793,1196,171,166,15692,15545,1915
2020,6,24,23,4649,2705,1234,550,3445,1097,160,152,13925,14073,1736
2020,6,24,24,4271,2541,1128,539,3171,1032,150,143,12245,13374,1570
2020,6,25,1,4049,2460,1064,522,3042,1004,148,137,11322,12750,1457
2020,6,25,2,3909,2395,1028,517,2947,979,143,134,10737,12500,1450
2020,6,25,3,3876,2394,1023,525,2947,980,141,134,10431,12483,1447
2020,6,25,4,3988,2457,1025,525,3016,1002,141,137,10424,12607,1489
2020,6,25,5,4285,2625,1068,533,3218,1043,143,143,10625,13102,1628
2020,6,25,6,4677,2832,1136,566,3533,1122,150,152,11204,13511,1818
2020,6,25,7,5068,3012,1234,584,3807,1188,160,162,12451,14578,2008
2020,6,25,8,5272,3071,1307,588,3975,1230,167,168,13531,15714,2155
2020,6,25,9,5431,3126,1350,611,4085,1275,173,175,14449,16745,2338
2020,6,25,10,5506,3173,1373,618,4199,1300,176,178,15304,17751,2438
2020,6,25,11,5585,3199,1380,642,4291,1341,180,184,15967,18555,2467
2020,6,25,12,5618,3215,1376,630,4342,1367,183,187,16490,18846,2518
2020,6,25,13,5632,3251,1404,633,4420,1384,184,191,16913,19537,2540
2020,6,25,14,5642,3249,1411,646,4463,1414,188,194,17543,19814,2561
2020,6,25,15,5651,3253,1413,653,4498,1430,191,196,18118,19861,2538
2020,6,25,16,5645,3276,1434,653,4543,1444,193,200,18417,19811,2515
2020,6,25,17,5656,3293,1446,654,4578,1445,195,200,18577,19206,2396
2020,6,25,18,5568,3262,1454,649,4444,1400,198,193,18346,18462,2304
2020,6,25,19,5448,3182,1418,644,4329,1355,198,187,17774,17420,2316
2020,6,25,20,5372,3192,1404,631,4254,1350,195,185,16762,17641,2386
2020,6,25,21,5349,3124,1387,637,4179,1309,194,180,16702,17172,2181
2020,6,25,22,5107,2942,1355,603,3867,1194,186,166,15630,15648,1938
2020,6,25,23,4706,2750,1260,582,3526,1111,171,153,13734,14279,1730
2020,6,25,24,4292,2519,1150,550,3208,1043,160,143,12278,13352,1561
2020,6,26,1,4041,2434,1079,541,3077,1004,149,137,11394,13075,1494
2020,6,26,2,3895,2382,1039,533,2978,979,145,134,10767,12819,1461
2020,6,26,3,3859,2358,1007,535,2932,972,143,134,10484,12697,1451
2020,6,26,4,3911,2413,995,541,2984,996,142,136,10419,12787,1509
2020,6,26,5,4169,2548,1035,548,3185,1039,143,143,10793,13108,1632
2020,6,26,6,4486,2749,1091,567,3516,1125,150,153,11092,13508,1827
2020,6,26,7,4913,2937,1218,592,3779,1203,160,164,12255,14327,1997
2020,6,26,8,5147,3034,1314,610,3935,1264,170,171,13413,15391,2204
2020,6,26,9,5316,3112,1354,639,4059,1311,177,178,14207,16462,2317
2020,6,26,10,5429,3194,1398,646,4172,1353,183,185,14921,17479,2418
2020,6,26,11,5510,3272,1447,654,4279,1403,190,191,15466,18219,2507
2020,6,26,12,5528,3282,1425,666,4302,1420,194,194,15783,18727,2516
2020,6,26,13,5530,3283,1435,679,4339,1441,200,196,16348,19323,2556
2020,6,26,14,5552,3328,1456,694,4368,1459,205,200,16911,19772,2570
2020,6,26,15,5519,3319,1467,675,4414,1470,208,202,17292,20048,2555
2020,6,26,16,5534,3320,1500,674,4395,1475,212,203,17683,20002,2526
2020,6,26,17,5573,3341,1489,677,4447,1473,215,203,17759,19570,2445
2020,6,26,18,5502,3331,1471,673,4392,1455,215,200,17538,18916,2353
2020,6,26,19,5401,3272,1453,653,4269,1395,214,193,17049,18098,2337
2020,6,26,20,5400,3282,1456,657,4240,1381,212,189,16262,18414,2412
2020,6,26,21,5377,3212,1438,639,4204,1330,207,184,16231,17803,2231
2020,6,26,22,5111,2999,1389,612,3905,1224,198,169,15343,16022,1937
2020,6,26,23,4628,2715,1269,584,3499,1111,181,153,13665,14457,1730
2020,6,26,24,4240,2542,1166,576,3255,1055,166,144,12203,13508,1561
2020,6,27,1,3986,2436,1102,559,3082,1010,159,139,11213,13233,1491
2020,6,27,2,3902,2402,1047,547,3003,990,152,136,10762,12979,1457
2020,6,27,3,3855,2389,999,551,2981,983,148,136,10591,12791,1442
2020,6,27,4,3896,2420,978,542,3031,1004,148,137,10443,12983,1502
2020,6,27,5,4119,2542,1034,550,3210,1046,148,143,10613,13278,1615
2020,6,27,6,4509,2742,1088,577,3510,1113,153,152,11065,13847,1818
2020,6,27,7,4939,2948,1207,604,3802,1197,164,162,12356,14599,2008
2020,6,27,8,5209,3058,1299,599,3995,1264,173,173,13430,15776,2182
2020,6,27,9,5379,3139,1369,611,4100,1322,184,180,14293,16800,2353
2020,6,27,10,5478,3212,1412,622,4183,1361,190,185,15084,17860,2456
2020,6,27,11,5604,3325,1478,638,4308,1414,198,193,15645,18597,2528
2020,6,27,12,5630,3347,1508,658,4322,1434,207,196,15859,19305,2534
2020,6,27,13,5611,3353,1515,653,4366,1447,211,198,16389,19968,2575
2020,6,27,14,5562,3334,1522,675,4375,1456,215,200,16753,20465,2591
2020,6,27,15,5549,3338,1522,689,4334,1469,218,202,17153,20670,2589
2020,6,27,16,5558,3323,1537,684,4336,1473,216,202,17353,20651,2542
2020,6,27,17,5575,3328,1543,685,4316,1458,218,200,17498,20096,2452
2020,6,27,18,5535,3331,1544,674,4286,1439,218,198,17282,19277,2348
2020,6,27,19,5445,3274,1520,667,4218,1383,218,191,16846,18366,2335
2020,6,27,20,5400,3263,1490,651,4188,1377,215,189,16093,18522,2422
2020,6,27,21,5380,3223,1458,646,4159,1336,208,184,16234,17893,2221
2020,6,27,22,5097,2999,1417,603,3838,1230,200,169,15498,16275,1975
2020,6,27,23,4656,2760,1297,583,3495,1124,184,155,13769,14783,1762
2020,6,27,24,4276,2570,1193,557,3206,1064,169,146,12354,13808,1584
2020,6,28,1,4007,2473,1116,546,3072,1014,159,139,12306,12865,1510
2020,6,28,2,3897,2432,1071,525,2996,999,153,137,10995,13090,1463
2020,6,28,3,3852,2424,1039,527,2979,991,150,136,10713,12950,1464
2020,6,28,4,3927,2460,1036,537,3033,1014,148,139,10721,13041,1537
2020,6,28,5,4138,2565,1070,549,3201,1047,149,143,10958,13524,1662
2020,6,28,6,4481,2753,1124,577,3506,1124,153,153,11556,13910,1859
2020,6,28,7,4953,2959,1233,599,3812,1206,164,164,12684,14640,2029
2020,6,28,8,5272,3104,1321,618,4021,1289,177,175,13705,15951,2233
2020,6,28,9,5427,3185,1373,625,4153,1341,187,184,14536,17053,2406
2020,6,28,10,5521,3225,1403,620,4226,1372,194,187,15268,18087,2509
2020,6,28,11,5531,3228,1431,622,4261,1392,201,191,15865,18924,2539
2020,6,28,12,5558,3229,1442,626,4237,1414,202,194,16100,19419,2564
2020,6,28,13,5483,3190,1437,613,4221,1425,207,194,16383,20259,2614
2020,6,28,14,5452,3200,1441,614,4227,1433,212,196,16816,20499,2615
2020,6,28,15,5399,3209,1434,605,4201,1439,214,198,16942,20964,2614
2020,6,28,16,5363,3173,1407,600,4127,1420,214,196,17084,20980,2527
2020,6,28,17,5310,3146,1367,598,4122,1411,212,194,17124,20323,2461
2020,6,28,18,5265,3091,1316,594,4011,1380,209,189,16730,19536,2333
2020,6,28,19,5156,3056,1268,572,3917,1331,209,184,16207,18486,2314
2020,6,28,20,5086,3012,1246,571,3872,1306,205,180,15431,18595,2404
2020,6,28,21,5096,3022,1246,574,3881,1281,198,177,15573,18187,2211
2020,6,28,22,4915,2863,1234,544,3678,1194,191,166,14979,16564,2013
2020,6,28,23,4566,2663,1164,528,3383,1102,178,152,13604,14979,1787
2020,6,28,24,4198,2505,1084,500,3133,1027,164,143,12158,13998,1620
2020,6,29,1,3980,2375,1016,494,2973,991,155,137,11173,13475,1517
2020,6,29,2,3861,2339,992,489,2901,979,150,134,10685,13155,1447
2020,6,29,3,3811,2310,971,484,2851,955,146,132,10259,12933,1437
2020,6,29,4,3823,2327,966,486,2869,958,142,132,10092,12810,1468
2020,6,29,5,3824,2350,969,483,2904,965,142,132,10166,12732,1484
2020,6,29,6,3956,2451,986,503,3040,1005,142,137,10111,12523,1562
2020,6,29,7,4286,2606,1045,520,3274,1078,149,146,10641,12955,1731
2020,6,29,8,4657,2790,1128,552,3519,1160,157,157,11422,13839,1911
2020,6,29,9,4941,2936,1193,552,3757,1219,167,166,12282,15046,2079
2020,6,29,10,5104,3013,1241,560,3859,1263,174,173,13073,16210,2214
2020,6,29,11,5157,3043,1265,559,3926,1294,178,177,13597,17149,2284
2020,6,29,12,5118,3033,1267,559,3904,1299,183,178,13976,17876,2299
2020,6,29,13,5067,3019,1259,549,3903,1317,184,180,14210,18515,2369
2020,6,29,14,5013,3008,1263,552,3902,1322,187,182,14632,18769,2370
2020,6,29,15,4978,3032,1265,556,3941,1347,194,184,14864,19163,2401
2020,6,29,16,4988,3035,1274,564,3947,1352,194,185,15230,19277,2399
2020,6,29,17,5001,3045,1286,572,3979,1355,197,185,15383,18976,2356
2020,6,29,18,4990,3019,1289,565,3949,1331,197,182,15267,18477,2307
2020,6,29,19,4956,2984,1281,540,3884,1300,195,178,14927,17625,2284
2020,6,29,20,4901,2962,1278,530,3818,1272,190,175,14362,17763,2370
2020,6,29,21,4691,2998,1412,556,3853,1250,188,189,14625,17199,2204
2020,6,29,22,4573,2851,1382,540,3662,1177,239,178,14026,16038,1987
2020,6,29,23,4256,2631,1298,508,3370,1089,225,166,12902,14550,1800
2020,6,29,24,3975,2502,1200,491,3124,1010,208,153,11694,13597,1600
2020,6,30,1,3764,2431,1146,480,2984,975,198,148,10753,13066,1520
2020,6,30,2,3633,2392,1108,470,2915,960,191,144,10226,12762,1482
2020,6,30,3,3565,2337,1103,475,2852,941,187,143,9875,12433,1459
2020,6,30,4,3555,2342,1062,461,2860,935,186,141,9719,12423,1433
2020,6,30,5,3550,2346,1073,472,2846,930,183,141,9704,12328,1451
2020,6,30,6,3661,2423,1089,485,2922,968,181,146,9631,12092,1502
2020,6,30,7,3870,2551,1142,504,3146,1027,187,153,9854,12394,1652
2020,6,30,8,4192,2737,1218,531,3386,1097,200,164,10542,13096,1837
2020,6,30,9,4495,2881,1304,559,3617,1152,212,173,11270,14180,2019
2020,6,30,10,4684,2973,1364,568,3756,1202,221,180,11991,15375,2144
2020,6,30,11,4770,2987,1387,575,3847,1241,229,185,12563,16555,2241
2020,6,30,12,4831,3059,1421,576,3921,1281,237,193,12976,17454,2316
2020,6,30,13,4805,3071,1432,579,3957,1311,245,196,13349,18437,2361
2020,6,30,14,4793,3100,1467,587,3972,1333,249,200,13795,19034,2408
2020,6,30,15,4814,3147,1469,595,4042,1364,256,205,14159,19644,2425
2020,6,30,16,4842,3163,1500,602,4078,1361,261,205,14678,19936,2429
2020,6,30,17,4897,3209,1530,595,4139,1363,267,205,15008,19851,2426
2020,6,30,18,4913,3182,1538,595,4100,1345,268,203,15182,19311,2343
2020,6,30,19,4862,3119,1521,580,4011,1302,267,196,14922,18494,2347
2020,6,30,20,4849,3095,1505,587,4006,1297,263,196,14428,18521,2409
2020,6,30,21,4914,3086,1501,580,3963,1258,256,191,14637,18091,2241
2020,6,30,22,4657,2876,1459,552,3705,1158,246,177,13934,16556,1970
2020,6,30,23,4270,2631,1354,516,3357,1074,226,164,12747,14909,1796
2020,6,30,24,3963,2507,1243,496,3138,1016,208,153,11429,13915,1616
2020,7,1,1,3723,2396,1159,478,2979,977,197,148,10622,13222,1535
2020,7,1,2,3643,2353,1133,462,2923,961,190,144,10122,13037,1501
2020,7,1,3,3603,2354,1120,476,2900,958,186,144,9922,12966,1513
2020,7,1,4,3675,2405,1114,486,2989,975,184,146,9940,13084,1564
2020,7,1,5,3893,2528,1167,487,3145,1019,187,153,10278,13430,1666
2020,7,1,6,4215,2699,1225,515,3471,1103,197,166,10818,14278,1872
2020,7,1,7,4614,2923,1349,542,3790,1199,214,178,11973,15222,2100
2020,7,1,8,4931,3051,1445,558,3971,1275,228,191,13026,16641,2361
2020,7,1,9,5147,3157,1509,599,4131,1338,240,200,14019,18037,2547
2020,7,1,10,5258,3244,1570,589,4278,1387,247,209,14855,19472,2679
2020,7,1,11,5349,3290,1612,617,4359,1430,257,214,15621,20483,2762
2020,7,1,12,5385,3337,1639,627,4407,1458,263,219,16026,21346,2817
2020,7,1,13,5418,3365,1658,645,4475,1495,267,225,16499,22269,2882
2020,7,1,14,5449,3386,1662,657,4548,1509,271,226,17098,22601,2867
2020,7,1,15,5473,3437,1698,674,4589,1531,275,230,17684,22989,2883
2020,7,1,16,5457,3412,1715,678,4603,1526,277,230,18295,23012,2883
2020,7,1,17,5499,3446,1728,685,4617,1514,275,228,18667,22496,2815
2020,7,1,18,5450,3401,1711,674,4545,1476,275,223,18515,21670,2703
2020,7,1,19,5310,3336,1688,656,4447,1436,273,218,18134,20593,2635
2020,7,1,20,5241,3293,1652,650,4341,1412,271,214,17433,20226,2696
2020,7,1,21,5218,3257,1620,646,4294,1355,266,205,17286,19430,2427
2020,7,1,22,5006,3047,1559,597,3979,1247,254,191,16192,17416,2126
2020,7,1,23,4524,2755,1435,568,3605,1152,232,175,14450,15705,1869
2020,7,1,24,4143,2598,1291,545,3291,1082,214,164,12814,14513,1693
2020,7,2,1,3866,2480,1236,526,3114,1030,205,155,11766,13726,1587
2020,7,2,2,3740,2435,1170,520,3029,1008,195,152,11201,13490,1540
2020,7,2,3,3687,2400,1156,522,2962,991,191,150,10880,13285,1532
