,fips_code,lim_timestamp,case_5b_prob,date
149897,48035,02-10 17:00:00,0.0,02-10
149898,48035,02-10 18:00:00,0.0,02-10
149899,48035,02-10 19:00:00,0.0,02-10
149900,48035,02-10 20:00:00,0.0,02-10
149901,48035,02-10 21:00:00,0.0,02-10
149902,48035,02-10 22:00:00,0.0,02-10
149903,48035,02-10 23:00:00,0.0,02-10
158640,48037,02-10 00:00:00,0.0,02-10
158641,48037,02-10 01:00:00,0.0,02-10
158642,48037,02-10 02:00:00,0.0,02-10
158643,48037,02-10 03:00:00,0.0,02-10
158644,48037,02-10 04:00:00,0.0,02-10
158645,48037,02-10 05:00:00,0.0,02-10
158646,48037,02-10 06:00:00,0.0,02-10
158647,48037,02-10 07:00:00,0.0,02-10
158648,48037,02-10 08:00:00,0.0,02-10
158649,48037,02-10 09:00:00,0.0,02-10
158650,48037,02-10 10:00:00,0.0,02-10
158651,48037,02-10 11:00:00,0.0,02-10
158652,48037,02-10 12:00:00,0.0,02-10
158653,48037,02-10 13:00:00,0.0,02-10
158654,48037,02-10 14:00:00,0.0,02-10
158655,48037,02-10 15:00:00,0.0,02-10
158656,48037,02-10 16:00:00,0.0,02-10
158657,48037,02-10 17:00:00,0.0,02-10
158658,48037,02-10 18:00:00,0.0,02-10
158659,48037,02-10 19:00:00,0.0,02-10
158660,48037,02-10 20:00:00,0.0,02-10
158661,48037,02-10 21:00:00,0.0,02-10
158662,48037,02-10 22:00:00,0.0,02-10
158663,48037,02-10 23:00:00,0.0,02-10
167400,48039,02-10 00:00:00,0.0,02-10
167401,48039,02-10 01:00:00,0.0,02-10
167402,48039,02-10 02:00:00,0.0,02-10
167403,48039,02-10 03:00:00,0.0,02-10
167404,48039,02-10 04:00:00,0.0,02-10
167405,48039,02-10 05:00:00,0.0,02-10
167406,48039,02-10 06:00:00,0.0,02-10
167407,48039,02-10 07:00:00,0.0,02-10
167408,48039,02-10 08:00:00,0.0,02-10
167409,48039,02-10 09:00:00,0.0,02-10
167410,48039,02-10 10:00:00,0.0,02-10
167411,48039,02-10 11:00:00,0.0,02-10
167412,48039,02-10 12:00:00,0.0,02-10
167413,48039,02-10 13:00:00,0.0,02-10
167414,48039,02-10 14:00:00,0.0,02-10
167415,48039,02-10 15:00:00,0.0,02-10
167416,48039,02-10 16:00:00,0.0,02-10
167417,48039,02-10 17:00:00,0.0,02-10
167418,48039,02-10 18:00:00,0.0,02-10
167419,48039,02-10 19:00:00,0.0,02-10
167420,48039,02-10 20:00:00,0.0,02-10
167421,48039,02-10 21:00:00,0.0,02-10
167422,48039,02-10 22:00:00,0.0,02-10
167423,48039,02-10 23:00:00,0.0,02-10
176160,48041,02-10 00:00:00,0.0,02-10
176161,48041,02-10 01:00:00,0.0,02-10
176162,48041,02-10 02:00:00,0.0,02-10
176163,48041,02-10 03:00:00,0.0,02-10
176164,48041,02-10 04:00:00,0.0,02-10
176165,48041,02-10 05:00:00,0.0,02-10
176166,48041,02-10 06:00:00,0.0,02-10
176167,48041,02-10 07:00:00,0.0,02-10
176168,48041,02-10 08:00:00,0.0,02-10
176169,48041,02-10 09:00:00,0.0,02-10
176170,48041,02-10 10:00:00,0.0,02-10
176171,48041,02-10 11:00:00,0.0,02-10
176172,48041,02-10 12:00:00,0.0,02-10
176173,48041,02-10 13:00:00,0.0,02-10
176174,48041,02-10 14:00:00,0.0,02-10
176175,48041,02-10 15:00:00,0.0,02-10
176176,48041,02-10 16:00:00,0.0,02-10
176177,48041,02-10 17:00:00,0.0,02-10
176178,48041,02-10 18:00:00,0.0,02-10
176179,48041,02-10 19:00:00,0.0,02-10
176180,48041,02-10 20:00:00,0.0,02-10
176181,48041,02-10 21:00:00,0.0,02-10
176182,48041,02-10 22:00:00,0.0,02-10
176183,48041,02-10 23:00:00,0.0,02-10
184920,48043,02-10 00:00:00,0.0,02-10
184921,48043,02-10 01:00:00,0.0,02-10
184922,48043,02-10 02:00:00,0.0,02-10
184923,48043,02-10 03:00:00,0.0,02-10
184924,48043,02-10 04:00:00,0.0,02-10
184925,48043,02-10 05:00:00,0.0,02-10
184926,48043,02-10 06:00:00,0.0,02-10
184927,48043,02-10 07:00:00,0.0,02-10
184928,48043,02-10 08:00:00,0.0,02-10
184929,48043,02-10 09:00:00,0.0,02-10
184930,48043,02-10 10:00:00,0.0,02-10
184931,48043,02-10 11:00:00,0.0,02-10
184932,48043,02-10 12:00:00,0.0,02-10
184933,48043,02-10 13:00:00,0.0,02-10
184934,48043,02-10 14:00:00,0.0,02-10
