Year,Month,Day,Period,1,2,3
2020,5,11,14,21195.931900000003,17502.689413184602,12256.088531447913
2020,5,11,15,22848.9851,18498.83957952613,13274.520594481502
2020,5,11,16,23432.4739,19088.17479549623,14233.74139591069
2020,5,11,17,23247.469200000007,19172.27521010957,15260.41318767166
2020,5,11,18,22474.3851,18840.090211439943,16408.109314875055
2020,5,11,19,21311.6267,18425.48886187713,17844.333907565855
2020,5,11,20,19897.2506,17813.94857318152,18901.133434660667
2020,5,11,21,18342.918,17061.831002830662,18270.49312074527
2020,5,11,22,16786.377199999995,16047.74229906705,16833.16318992403
2020,5,11,23,14891.2478,14662.391775089229,15051.740103762764
2020,5,11,24,14325.4182,13873.41773815833,13126.224288896963
2020,5,12,1,13133.629300000004,12837.91794768291,11987.73157191029
2020,5,12,2,12162.8636,11580.376785814044,9688.743768785924
2020,5,12,3,11457.8266,10421.043921100736,7718.789711984088
2020,5,12,4,11070.0088,9973.682874093023,6581.726650714654
2020,5,12,5,9192.1168,8580.766578135812,5845.541871111481
2020,5,12,6,9203.2267,8589.798757166553,5612.525246745802
2020,5,12,7,9366.8325,8698.16900818412,5337.08388654296
2020,5,12,8,9734.0946,9145.051270225851,5188.325080182472
2020,5,12,9,9850.2515,9409.63331457114,5517.698280500716
2020,5,12,10,9487.6209,9433.953908559084,5776.331610042402
2020,5,12,11,10979.0776,10613.381755960883,7195.442199557946
2020,5,12,12,12159.1839,11627.37857782444,8953.24979143425
2020,5,12,13,13296.420200000002,12772.90586251698,10754.798111374115
2020,5,12,14,14735.6392,13896.570117456504,12087.645530059855
2020,5,12,15,16002.7815,14932.579266354262,13378.34116991791
2020,5,12,16,16847.7498,15861.19038888104,14839.72663613358
2020,5,12,17,17431.0521,16294.93720867004,16102.15252772448
2020,5,12,18,17694.9968,16511.77753554083,17175.369562041324
2020,5,12,19,17544.229600000002,16732.14236482017,19228.062205467228
2020,5,12,20,16762.188900000005,16681.36290531392,20328.71303920933
2020,5,12,21,15713.455700000002,16170.21788436771,20474.151883308
2020,5,12,22,14432.614200000004,15144.609241977969,20317.89455154128
2020,5,12,23,12965.738300000005,13609.121236052468,17528.935439758578
2020,5,12,24,12538.673800000004,12836.923277437389,15054.311643284973
2020,5,13,1,11473.2177,11839.886213067564,13719.76880701315
2020,5,13,2,10572.3096,10433.23522566994,11742.83370200659
2020,5,13,3,9855.5768,9127.981832403908,9703.80952402743
2020,5,13,4,9371.3847,8497.845383951362,8298.936284974041
2020,5,13,5,8506.925699999996,7855.046249698821,7599.32686268527
